url,branch_name
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9100&b=9131,00632R元大台灣50反1
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9100&b=9131,00910第一金太空衛星
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9100&b=9131,00757統一FANG+
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9100&b=9131,00663L國泰臺灣加權正2
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9100&b=9131,00738U期元大道瓊白銀
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9100&b=9131,00990A主動元大AI新經濟
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9100&b=9131,00950B凱基A級公司債
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9100&b=9131,00637L元大滬深300正2
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9100&b=9131,00675L富邦臺灣加權正2
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9100&b=9131,00878國泰永續高股息
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9100&b=9131,00631L元大台灣50正2
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=8450&b=0038003400350042,00679B元大美債20年
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=8450&b=0038003400350042,00663L國泰臺灣加權正2
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=8450&b=0038003400350042,00725B國泰投資級公司債
